"mz","time","PeakID","Module_RTclust"
410.97707,49.4,"Peak3195","19_1"
411.09161,414.9,"Peak3196","45_31"
411.17979,46.8,"Peak3197","3_1"
411.26263,359.1,"Peak3198","19_25"
411.30984,554,"Peak3199","19_42"
411.31992,439.6,"Peak3200","47_26"
411.34521,489.8,"Peak3201","19_35"
411.35598,320.5,"Peak3202","12_33"
411.7251,51.3,"Peak3203","36_2"
411.74578,275.3,"Peak3204","47_13"
411.85853,39.1,"Peak3205","37_1"
412.24682,237.3,"Peak3207","13_12"
412.268,544.1,"Peak3208","8_31"
412.28338,211.9,"Peak3209","47_10"
412.30378,569,"Peak3210","51_36"
412.34052,474.9,"Peak3212","17_35"
412.37689,481.3,"Peak3213","26_27"
412.71573,42.3,"Peak3214","33_1"
412.76247,90.4,"Peak3215","47_4"
412.77677,360.8,"Peak3216","3_23"
412.85299,40.1,"Peak3217","44_1"
412.9717,44,"Peak3218","6_1"
412.98943,50.8,"Peak3219","37_1"
413.13496,267,"Peak3220","17_18"
413.2645,519.6,"Peak3221","2_42"
413.26451,56.4,"Peak3222","4_2"
413.32194,533.1,"Peak3224","48_34"
413.7799,97.5,"Peak3227","47_4"
413.99279,52.3,"Peak3229","19_1"
414.07482,188.6,"Peak3230","2_13"
414.20232,50.8,"Peak3231","47_2"
414.24639,562.9,"Peak3232","28_48"
414.26632,519.6,"Peak3233","20_35"
414.26797,55.4,"Peak3234","42_3"
414.28318,536.9,"Peak3235","47_31"
414.29829,293.1,"Peak3236","47_14"
414.31976,490.7,"Peak3237","29_34"
414.35609,421.1,"Peak3239","40_27"
414.70835,44.4,"Peak3241","33_1"
414.75994,82.9,"Peak3242","47_4"
414.84866,41.4,"Peak3243","33_1"
414.86655,39.6,"Peak3244","6_1"
414.89452,44.3,"Peak3245","20_1"
414.96956,45,"Peak3246","36_1"
415.03523,530.6,"Peak3247","37_33"
415.15047,304.2,"Peak3249","17_21"
415.20977,345,"Peak3251","50_21"
415.25203,62.6,"Peak3252","47_2"
415.30153,276.8,"Peak3254","47_13"
415.32234,449,"Peak3255","34_31"
415.75773,98.4,"Peak3256","47_4"
416.00047,62.5,"Peak3257","42_3"
416.07185,184.8,"Peak3258","2_13"
416.21301,346.8,"Peak3259","50_21"
416.22619,534.5,"Peak3260","31_27"
416.26275,536,"Peak3262","2_42"
416.29968,525.6,"Peak3264","2_42"
416.31404,350.3,"Peak3265","26_20"
416.3351,306.4,"Peak3266","19_21"
416.37182,177.5,"Peak3267","18_11"
416.7101,42.3,"Peak3268","33_1"
416.75834,424.4,"Peak3269","8_23"
416.79952,41.3,"Peak3270","44_1"
416.89167,44.2,"Peak3271","26_1"
417.00075,46.9,"Peak3272","6_1"
417.23777,51.1,"Peak3274","47_2"
417.29596,524.3,"Peak3275","19_40"
417.31789,351.3,"Peak3276","26_20"
417.3338,449.4,"Peak3277","33_32"
417.37112,524.4,"Peak3278","2_42"
417.73941,51.2,"Peak3279","47_2"
418.06995,190.3,"Peak3281","19_13"
418.2414,545.3,"Peak3283","19_41"
418.27875,524.7,"Peak3284","50_36"
418.33806,429.8,"Peak3286","33_31"
418.66071,43.6,"Peak3287","40_1"
418.7073,42.5,"Peak3288","7_1"
418.79664,41.2,"Peak3289","44_1"
418.87842,37.2,"Peak3290","11_1"
418.88798,50.6,"Peak3291","3_1"
418.97968,45.2,"Peak3292","6_1"
419.20184,531.4,"Peak3293","27_34"
419.24914,397.6,"Peak3295","50_25"
419.27492,512,"Peak3296","45_38"
419.31133,542.2,"Peak3297","19_41"
419.35101,565.2,"Peak3298","30_49"
419.75404,420.9,"Peak3299","19_29"
419.94006,47.7,"Peak3300","3_1"
420.15705,63.3,"Peak3301","8_2"
420.25442,562.8,"Peak3302","47_33"
420.27834,443.3,"Peak3303","45_34"
420.30902,314.7,"Peak3304","40_19"
420.31837,497,"Peak3305","37_31"
420.65791,43.5,"Peak3307","33_1"
420.76192,419.6,"Peak3308","30_41"
420.79384,41.2,"Peak3309","44_1"
420.88323,39.3,"Peak3310","4_1"
420.95584,55.8,"Peak3311","42_3"
421.1618,61.3,"Peak3312","8_2"
421.17771,515.3,"Peak3313","19_38"
421.20583,55.4,"Peak3314","39_2"
421.21771,536.2,"Peak3315","16_72"
421.25492,549.7,"Peak3316","37_34"
421.27567,99.7,"Peak3317","47_4"
421.36589,505,"Peak3319","3_37"
421.76604,449.7,"Peak3320","22_34"
421.77745,100.5,"Peak3321","47_4"
421.88671,41.1,"Peak3322","26_1"
421.91928,46.5,"Peak3323","3_1"
421.95906,55.6,"Peak3324","4_2"
421.98972,59.5,"Peak3325","42_3"
422.18952,50.4,"Peak3326","36_2"
422.28075,91.8,"Peak3327","47_4"
422.32446,323.5,"Peak3328","49_19"
422.65511,43.5,"Peak3330","20_1"
422.74459,41.6,"Peak3331","27_1"
422.78301,90.7,"Peak3332","47_4"
422.88031,39.5,"Peak3333","4_1"
422.92656,48.8,"Peak3334","17_1"
422.99315,56.2,"Peak3335","42_3"
423.19707,539.9,"Peak3336","36_38"
423.24928,510.3,"Peak3338","32_54"
423.25028,90.1,"Peak3339","27_5"
423.32783,327.2,"Peak3341","49_19"
423.3452,477.9,"Peak3342","2_38"
423.38138,562.4,"Peak3343","4_42"
423.75345,98.5,"Peak3344","47_4"
423.91741,50.3,"Peak3345","17_1"
423.99386,59.2,"Peak3346","20_2"
424.25437,95.8,"Peak3347","47_4"
424.30337,319.3,"Peak3348","3_20"
424.34023,352.7,"Peak3349","49_21"
424.36145,448.1,"Peak3350","51_31"
424.65209,43.6,"Peak3351","19_1"
424.74172,41.6,"Peak3352","33_1"
424.7644,446,"Peak3353","21_54"
424.89537,37.9,"Peak3354","18_1"
425.1338,309.6,"Peak3355","20_18"
425.17551,533.4,"Peak3356","50_37"
425.22465,51.2,"Peak3358","47_2"
425.24653,85.3,"Peak3359","3_4"
425.28532,512.3,"Peak3361","9_40"
425.34367,339.7,"Peak3362","49_20"
425.36353,459.7,"Peak3363","27_29"
425.72653,51.2,"Peak3364","25_3"
425.75112,51.5,"Peak3365","47_2"
425.89852,37.5,"Peak3366","40_1"
426.24448,438.9,"Peak3369","47_26"
426.25293,51.5,"Peak3370","25_3"
426.2596,331.2,"Peak3371","3_21"
426.28344,522.2,"Peak3372","45_39"
426.31961,564.3,"Peak3374","20_40"
426.35598,363.7,"Peak3375","50_22"
426.3921,501.2,"Peak3376","11_39"
426.7389,41.7,"Peak3378","22_1"
426.82832,40.4,"Peak3379","44_1"
427.02911,44.9,"Peak3381","6_1"
427.15768,246.9,"Peak3383","50_13"
427.24368,491.4,"Peak3384","47_29"
427.27024,82.9,"Peak3386","47_4"
427.29338,97.9,"Peak3387","47_4"
427.32268,290.4,"Peak3388","40_17"
427.33729,560.7,"Peak3389","4_42"
427.35458,543.6,"Peak3390","47_32"
427.71502,420.6,"Peak3391","47_25"
427.7954,100.8,"Peak3392","26_4"
428.02185,47.5,"Peak3395","42_2"
428.16102,247,"Peak3397","49_15"
428.22474,530.1,"Peak3398","30_47"
428.22857,50.3,"Peak3399","47_2"
428.25978,77.8,"Peak3400","47_3"
428.28345,86.2,"Peak3401","47_4"
428.29907,510.4,"Peak3402","2_41"
428.33526,497.1,"Peak3403","17_37"
428.36205,372.6,"Peak3404","17_27"
428.37134,429.5,"Peak3405","19_30"
428.68981,42.5,"Peak3406","24_1"
428.73104,49.4,"Peak3407","33_1"
428.76145,78,"Peak3408","47_3"
428.8254,40.9,"Peak3409","44_1"
428.94532,45.1,"Peak3411","24_1"
429.11022,227.2,"Peak3412","17_15"
429.20801,556.9,"Peak3413","27_36"
429.23764,72.1,"Peak3414","49_3"
429.23885,527.8,"Peak3415","36_36"
429.25901,489.3,"Peak3417","36_33"
429.2869,86.4,"Peak3419","47_4"
429.29817,353.3,"Peak3420","19_25"
429.31684,451.9,"Peak3421","9_38"
429.37405,395.3,"Peak3422","50_25"
429.74526,447.3,"Peak3423","7_43"
430.08688,570.1,"Peak3424","4_42"
430.10442,218.5,"Peak3425","4_9"
430.20956,575.7,"Peak3426","19_44"
430.24128,560.5,"Peak3427","19_43"
430.27827,527.3,"Peak3428","2_42"
430.31483,541.1,"Peak3429","27_35"
430.35075,488.5,"Peak3430","8_28"
430.38682,385.7,"Peak3432","19_26"
430.68715,42.6,"Peak3433","33_1"
430.82377,42,"Peak3435","37_1"
430.88643,135.2,"Peak3436","8_6"
430.91193,38.7,"Peak3437","34_1"
431.08394,541.3,"Peak3440","4_39"
431.2149,338,"Peak3442","33_23"
431.24224,555.1,"Peak3444","35_60"
431.27657,562.1,"Peak3445","36_40"
431.29645,206.8,"Peak3446","47_10"
431.31178,565.8,"Peak3447","4_42"
431.34827,510.2,"Peak3448","4_36"
431.38435,554.3,"Peak3449","48_37"
431.6997,416.1,"Peak3450","8_22"
431.74031,98.6,"Peak3451","47_4"
431.75236,443.7,"Peak3452","31_21"
431.91547,38,"Peak3453","34_1"
432.24229,99.5,"Peak3454","47_4"
432.25628,507.3,"Peak3455","7_48"
432.27863,49.3,"Peak3456","29_1"
432.31619,409.6,"Peak3459","33_29"
432.6847,42.6,"Peak3461","33_1"
432.77314,40.5,"Peak3462","3_1"
432.88325,156.8,"Peak3463","32_13"
432.91605,36.9,"Peak3464","3_1"
432.93989,65.7,"Peak3465","45_2"
432.97392,45.7,"Peak3466","6_1"
433.23957,325.4,"Peak3469","47_16"
433.29043,513.4,"Peak3471","3_38"
433.36516,498.7,"Peak3472","19_36"
433.73751,51,"Peak3473","37_1"
433.76477,439.4,"Peak3474","19_32"
433.97666,44.8,"Peak3475","37_1"
434.20581,316,"Peak3476","37_19"
434.26877,534.3,"Peak3479","3_40"
434.29365,556.7,"Peak3480","45_42"
434.31554,299.8,"Peak3481","47_14"
434.33178,476.5,"Peak3483","3_35"
434.63482,45.1,"Peak3484","26_1"
434.68789,44.4,"Peak3485","26_1"
434.77524,99.2,"Peak3486","47_4"
434.85231,38.6,"Peak3487","37_1"
434.95169,46.2,"Peak3488","6_1"
435.19707,537.7,"Peak3489","3_40"
435.23325,537.2,"Peak3491","2_42"
435.26983,534,"Peak3492","17_40"
435.28792,522.2,"Peak3493","3_39"
435.29122,99.8,"Peak3494","47_4"
435.30601,503.1,"Peak3495","32_53"
435.38042,519.5,"Peak3496","19_39"
435.79438,104.7,"Peak3497","47_4"
436.21601,52.4,"Peak3498","47_2"
436.25152,458.4,"Peak3499","27_29"
436.27947,382.2,"Peak3500","33_27"
436.29415,96.3,"Peak3501","47_4"
436.3397,190.2,"Peak3502","2_13"
436.63094,43.2,"Peak3503","19_1"
436.71712,50.2,"Peak3504","50_1"
436.77227,86.9,"Peak3505","50_4"
436.85679,39.2,"Peak3506","23_1"
436.93094,57.1,"Peak3507","42_3"
437.17702,539,"Peak3508","37_33"
437.19164,346.5,"Peak3509","15_28"
437.21262,538.5,"Peak3510","2_42"
437.22358,533.3,"Peak3511","45_40"
437.2337,45.5,"Peak3512","47_2"
437.27424,95,"Peak3514","47_4"
437.28319,381.7,"Peak3516","2_29"
437.34707,311.7,"Peak3517","47_15"
437.36067,487.2,"Peak3518","6_40"
437.39724,560,"Peak3519","15_46"
437.76443,418.4,"Peak3520","27_26"
437.76876,100.8,"Peak3521","19_6"
437.86077,41.9,"Peak3522","26_1"
437.93348,55.8,"Peak3523","47_2"
438.19448,342.9,"Peak3524","50_21"
438.23837,48,"Peak3525","47_2"
438.31913,307,"Peak3526","40_18"
438.35463,378.7,"Peak3527","19_26"
438.37706,459.8,"Peak3528","33_33"
438.62861,43.1,"Peak3529","19_1"
438.71887,43.3,"Peak3530","47_1"
438.85433,40.3,"Peak3531","47_1"
438.9099,47,"Peak3532","23_1"
438.98287,43.2,"Peak3533","6_1"
439.13409,263,"Peak3534","17_18"
439.19124,539.7,"Peak3535","47_31"
439.22839,535.4,"Peak3537","37_33"
439.25057,50.5,"Peak3538","47_2"
439.2993,400.6,"Peak3540","47_23"
439.33891,478.7,"Peak3542","27_31"
439.36193,329.2,"Peak3543","19_22"
439.37596,501.2,"Peak3544","19_36"
439.75192,52.7,"Peak3545","28_2"
440.21002,311.4,"Peak3546","3_19"
440.26246,530.4,"Peak3547","19_40"
440.27503,288.9,"Peak3548","3_18"
440.30167,101.5,"Peak3549","47_4"
440.33615,331,"Peak3550","3_21"
440.37168,454.8,"Peak3551","19_33"
440.40805,554.4,"Peak3552","33_42"
440.62608,45,"Peak3553","2_2"
440.71521,41.2,"Peak3554","50_1"
440.86907,37.4,"Peak3556","50_1"
440.9058,43.3,"Peak3557","19_1"
441.25932,498.9,"Peak3560","19_36"
441.26742,100.5,"Peak3561","47_4"
441.29558,531.8,"Peak3563","19_40"
441.31907,465.7,"Peak3564","45_35"
441.33814,308,"Peak3565","50_19"
442.01681,47.7,"Peak3567","47_2"
442.24131,535.1,"Peak3569","22_42"
442.27778,527.8,"Peak3570","23_49"
442.31446,513.6,"Peak3571","2_41"
442.35081,503.2,"Peak3572","6_41"
442.38736,470.8,"Peak3573","19_34"
442.71289,41.1,"Peak3574","50_1"
442.80263,40.6,"Peak3575","47_1"
442.93647,53,"Peak3576","4_2"
442.96987,93.3,"Peak3577","6_4"
443.00164,45.8,"Peak3578","6_1"
443.02815,419,"Peak3579","37_26"
443.16074,547.9,"Peak3580","4_40"
443.19724,480,"Peak3581","40_33"
443.21883,490.2,"Peak3582","3_36"
443.2518,370.6,"Peak3583","27_23"
443.28892,101.1,"Peak3584","47_4"
443.3325,480,"Peak3586","33_35"
443.35414,326.7,"Peak3587","50_20"
443.71947,426.6,"Peak3588","37_26"
443.7899,101.4,"Peak3589","47_4"
443.98447,56.1,"Peak3590","3_1"
444.02866,421.1,"Peak3592","37_26"
444.20199,52,"Peak3593","15_2"
444.22174,514.4,"Peak3594","3_38"
444.25686,518.1,"Peak3595","19_39"
444.29039,101.8,"Peak3596","47_4"
444.32991,559.1,"Peak3597","2_43"
444.36646,347.6,"Peak3598","50_21"
444.67103,44.5,"Peak3599","26_1"
444.7065,416.3,"Peak3601","3_28"
444.76137,449.1,"Peak3602","19_33"
444.79863,60.1,"Peak3603","18_3"
445.11209,67.8,"Peak3604","19_2"
445.208,421.6,"Peak3605","3_29"
445.29096,475.5,"Peak3607","22_37"
445.32739,516.9,"Peak3608","4_37"
445.36322,564,"Peak3609","4_42"
445.76589,99.5,"Peak3611","47_4"
446.23708,529.1,"Peak3612","2_42"
446.26791,100.3,"Peak3613","47_4"
446.30976,520.6,"Peak3614","11_42"
446.66894,42.8,"Peak3616","3_1"
446.79738,40.6,"Peak3618","49_1"
446.88482,38.7,"Peak3619","29_1"
447.11501,570.1,"Peak3620","4_42"
447.23763,54.6,"Peak3621","47_2"
447.26973,524.3,"Peak3622","16_72"
447.30786,324.9,"Peak3623","36_19"
447.34475,543.5,"Peak3624","51_35"
447.38309,506,"Peak3625","50_35"
447.73917,50.8,"Peak3626","47_2"
447.76423,51.4,"Peak3627","47_2"
447.88956,37.8,"Peak3628","22_1"
447.93073,45.9,"Peak3629","47_2"
448.11385,568.4,"Peak3630","37_36"
448.21615,353.5,"Peak3632","22_25"
448.25752,450.6,"Peak3633","47_26"
448.29036,527.3,"Peak3634","15_44"
448.30321,276.6,"Peak3635","30_31"
448.34835,429.6,"Peak3636","4_27"
448.66599,42.8,"Peak3637","24_1"
448.74679,40.8,"Peak3638","26_1"
448.88332,37.6,"Peak3639","19_1"
448.94801,45.8,"Peak3640","6_1"
449.01091,42.2,"Peak3641","6_1"
449.24889,536.4,"Peak3643","7_51"
449.28534,524.5,"Peak3644","16_72"
449.30693,252.3,"Peak3645","47_12"
449.32171,509.1,"Peak3646","37_32"
449.34363,338.5,"Peak3647","49_20"
449.39773,533.1,"Peak3648","36_37"
449.92676,49.2,"Peak3649","50_1"
450.24115,50.1,"Peak3652","37_1"
450.27277,78.8,"Peak3653","47_3"
450.29555,336.3,"Peak3654","3_22"
450.31926,263.2,"Peak3655","36_13"
450.35491,349.1,"Peak3656","49_21"
450.66204,42.7,"Peak3657","4_1"
450.74331,47.1,"Peak3658","19_1"
450.77411,107.3,"Peak3659","47_4"
450.92781,43.8,"Peak3660","20_1"
451.19272,538.8,"Peak3662","6_45"
451.22804,534.2,"Peak3663","17_40"
451.26463,528.7,"Peak3664","48_34"
451.29889,337.9,"Peak3666","27_20"
451.32287,283.7,"Peak3667","47_13"
451.33987,475.5,"Peak3668","17_35"
451.35925,351.5,"Peak3669","49_21"
451.37584,508.5,"Peak3670","3_37"
452.27543,345.4,"Peak3672","37_20"
452.31169,430.8,"Peak3673","4_27"
452.32583,301.1,"Peak3674","47_14"
452.37125,390.6,"Peak3675","50_25"
452.39276,539.3,"Peak3676","3_40"
452.74232,41.1,"Peak3678","35_2"
452.7496,41.2,"Peak3679","2_1"
452.82969,41,"Peak3680","17_1"
453.16486,347.3,"Peak3681","50_21"
453.20756,45.5,"Peak3682","47_2"
453.24405,535.3,"Peak3683","2_42"
453.27787,345.8,"Peak3684","37_20"
453.35541,472.7,"Peak3685","17_35"
453.37416,371.1,"Peak3686","50_23"
453.39194,520.6,"Peak3687","26_30"
453.75408,100.1,"Peak3688","47_4"
453.83447,42,"Peak3689","45_1"
454.20915,48.9,"Peak3690","47_2"
454.25526,103.1,"Peak3691","47_4"
454.28963,377.4,"Peak3692","19_26"
454.31462,538.1,"Peak3693","2_42"
454.35096,488.1,"Peak3694","17_36"
454.38707,468.3,"Peak3695","50_32"
454.69967,41.5,"Peak3696","20_1"
454.82793,40.3,"Peak3697","19_1"
454.88291,45.1,"Peak3698","24_1"
454.9104,36.6,"Peak3699","19_1"
454.9544,45.4,"Peak3700","6_1"
455.18541,361.3,"Peak3701","45_26"
455.20567,46.5,"Peak3702","9_2"
455.29559,384.1,"Peak3703","4_23"
455.31129,531.5,"Peak3704","4_38"
455.36956,546.8,"Peak3705","4_40"
455.39105,399.7,"Peak3706","37_24"
455.75077,53.8,"Peak3707","47_2"
455.77208,497.6,"Peak3708","47_29"
456.29754,382.1,"Peak3709","50_24"
456.3664,469.7,"Peak3710","17_35"
456.4027,464.6,"Peak3711","19_33"
456.6974,41.6,"Peak3712","3_1"
456.78778,102.5,"Peak3713","47_4"
456.81912,44.5,"Peak3714","47_2"
456.8265,41.7,"Peak3715","8_1"
456.8431,40.1,"Peak3716","3_1"
456.88,45.4,"Peak3717","40_1"
456.95381,43.5,"Peak3718","6_1"
457.01841,48.1,"Peak3719","4_1"
457.23076,357,"Peak3720","33_24"
457.30417,101.3,"Peak3721","47_4"
457.34789,535,"Peak3723","36_37"
457.40665,464.5,"Peak3725","41_33"
457.80575,103.9,"Peak3726","47_4"
457.95753,41,"Peak3727","3_1"
458.22859,51.1,"Peak3728","47_2"
458.27263,526.3,"Peak3729","50_36"
458.30582,96.1,"Peak3730","47_4"
458.38213,488,"Peak3731","45_36"
458.69347,41.8,"Peak3732","50_1"
458.73062,50.8,"Peak3733","47_2"
458.78645,83.9,"Peak3735","47_4"
458.87621,45.1,"Peak3737","50_1"
458.91072,53.7,"Peak3738","19_1"
459.24706,395.7,"Peak3739","17_29"
459.27198,539.9,"Peak3740","19_41"
459.27793,67.7,"Peak3741","47_3"
459.30592,559.7,"Peak3742","47_33"
459.34748,440.5,"Peak3743","38_48"
459.37881,565.7,"Peak3744","4_42"
459.78302,104.9,"Peak3745","19_6"
460.24902,394.8,"Peak3746","17_29"
460.27881,352.4,"Peak3748","33_24"
460.31053,49.1,"Peak3749","36_2"
460.32575,321.5,"Peak3750","19_22"
460.34868,449.7,"Peak3751","6_37"
460.64475,42.9,"Peak3752","1_2"
460.69145,43.5,"Peak3753","50_1"
460.78048,42.3,"Peak3754","17_1"
460.96432,42.3,"Peak3755","6_1"
461.21265,539.3,"Peak3756","4_39"
461.24938,548.2,"Peak3757","26_32"
461.26195,452.1,"Peak3758","2_36"
461.28521,526.8,"Peak3759","16_72"
461.32178,516,"Peak3760","19_38"
461.36095,444.9,"Peak3761","4_28"
461.39697,512,"Peak3762","19_38"
461.76558,51.3,"Peak3763","19_1"
462.17315,448.2,"Peak3765","17_34"
462.19525,240.4,"Peak3766","19_16"
462.29557,385.4,"Peak3768","7_37"
462.31454,102.7,"Peak3769","47_4"
462.33292,440.2,"Peak3770","4_28"
462.36352,500,"Peak3772","4_35"
462.41333,441.1,"Peak3773","11_33"
462.64235,42.6,"Peak3774","17_1"
462.77586,42.4,"Peak3775","18_1"
462.81623,103.4,"Peak3776","47_4"
462.85863,39,"Peak3777","29_1"
463.22949,312.4,"Peak3779","26_19"
463.26345,562.4,"Peak3780","4_42"
463.30106,510.6,"Peak3781","45_38"
463.33749,510,"Peak3782","16_70"
463.37447,504,"Peak3783","16_70"
463.41253,546.7,"Peak3784","3_41"
463.86291,40.4,"Peak3785","3_1"
463.90444,44.7,"Peak3786","50_1"
464.0215,39.3,"Peak3787","19_1"
464.12538,461.5,"Peak3788","37_28"
464.18773,69.8,"Peak3789","13_3"
464.23307,309,"Peak3790","14_41"
464.28031,281.6,"Peak3791","47_13"
464.31134,392,"Peak3792","4_23"
464.33519,308.8,"Peak3793","36_18"
464.37083,200.4,"Peak3795","19_13"
464.3711,504.7,"Peak3796","7_48"
464.63963,42.7,"Peak3797","5_2"
464.72857,40.9,"Peak3798","50_1"
464.8592,41.4,"Peak3799","29_1"
464.92169,44.8,"Peak3800","39_1"
464.98415,44.4,"Peak3801","8_1"
465.12628,465.8,"Peak3802","37_28"
465.19265,65.9,"Peak3803","13_3"
465.20737,535.8,"Peak3804","16_72"
465.24361,538.8,"Peak3805","36_38"
465.28407,289.1,"Peak3806","47_14"
465.29827,528.4,"Peak3807","47_30"
465.30257,103.5,"Peak3808","47_4"
465.3146,422.3,"Peak3809","4_26"
465.34304,275.4,"Peak3810","3_17"
465.35512,487.5,"Peak3811","18_35"
465.37609,464.9,"Peak3812","4_31"
465.39171,517,"Peak3813","6_42"
465.80361,103.3,"Peak3814","47_4"
465.90235,48.1,"Peak3815","47_2"
466.00858,81.3,"Peak3816","3_3"
466.12464,462.5,"Peak3817","45_35"
466.21604,51.4,"Peak3820","24_1"
466.31402,184,"Peak3821","47_8"
466.35034,324.3,"Peak3822","47_16"
466.38729,505,"Peak3823","3_37"
466.63663,42.8,"Peak3825","15_1"
466.72615,40.9,"Peak3826","14_1"
466.80609,97.6,"Peak3827","47_4"
467.12305,463.2,"Peak3828","18_33"
467.15011,243.3,"Peak3829","19_16"
467.22334,536.9,"Peak3830","8_30"
467.25899,535.2,"Peak3831","24_35"
467.29394,309.5,"Peak3832","37_18"
467.31762,197.6,"Peak3833","47_9"
467.32988,510.4,"Peak3834","19_38"
467.34571,292.2,"Peak3835","47_14"
467.37115,487.9,"Peak3836","18_35"
467.62277,59.5,"Peak3837","27_3"
467.77946,101.6,"Peak3838","47_4"
468.28117,103.6,"Peak3839","47_4"
468.30746,336.8,"Peak3840","47_17"
468.33088,518.4,"Peak3841","26_30"
468.36657,497.7,"Peak3843","19_36"
468.3898,445.8,"Peak3844","4_28"
468.40245,523.9,"Peak3845","11_42"
468.72321,40.9,"Peak3847","18_1"
468.81142,40.6,"Peak3848","47_1"
469.25085,51.6,"Peak3850","47_2"
469.30851,337.6,"Peak3851","33_23"
469.32771,543.9,"Peak3852","27_35"
469.39113,439.8,"Peak3853","50_28"
469.75252,51.3,"Peak3854","26_1"
469.77757,52.2,"Peak3855","47_2"
470.28534,303.7,"Peak3856","29_21"
470.33204,536,"Peak3858","13_36"
470.38196,470.3,"Peak3860","30_43"
470.41823,501.2,"Peak3861","20_33"
470.67331,41.9,"Peak3862","3_1"
470.7214,44,"Peak3863","19_1"
470.80838,40.7,"Peak3865","4_1"
470.88752,36.5,"Peak3866","11_1"
470.93,43.3,"Peak3867","6_1"
470.98776,79,"Peak3868","3_3"
471.15713,363.7,"Peak3869","17_27"
471.28932,338.9,"Peak3870","22_24"
471.31438,337.7,"Peak3871","50_21"
471.33385,535.5,"Peak3872","4_39"
471.82304,107.9,"Peak3873","4_3"
472.16036,361.4,"Peak3875","17_26"
472.25234,531.4,"Peak3876","2_42"
472.25449,51.4,"Peak3877","47_2"
472.30963,87.3,"Peak3878","47_4"
472.3248,505.4,"Peak3879","44_48"
472.36125,470.8,"Peak3880","30_43"
472.39742,481.2,"Peak3881","2_38"
472.67054,42,"Peak3882","33_1"
472.75599,51,"Peak3883","47_2"
472.78765,72.3,"Peak3884","47_3"
472.80648,42.9,"Peak3885","47_1"
472.85329,45.6,"Peak3886","33_1"
472.92693,46,"Peak3887","2_2"
473.19518,361,"Peak3889","50_22"
473.26321,440.2,"Peak3890","17_33"
473.31189,87,"Peak3891","47_4"
473.32157,510.2,"Peak3892","2_41"
473.34243,452.1,"Peak3893","3_32"
473.35768,519.7,"Peak3894","16_71"
473.39394,560.6,"Peak3895","27_36"
473.87656,63.2,"Peak3896","19_1"
473.93114,41.8,"Peak3897","8_1"
474.24707,310.6,"Peak3899","19_21"
474.26748,526.4,"Peak3900","3_39"
474.28914,275.1,"Peak3901","47_13"
474.30561,525.8,"Peak3902","43_52"
474.32515,70.8,"Peak3903","47_3"
474.35637,346.7,"Peak3904","49_21"
474.66881,42.2,"Peak3905","3_1"
474.75674,41,"Peak3906","40_1"
474.88575,54.9,"Peak3908","22_1"
474.93659,40.9,"Peak3909","19_1"
475.21823,392.2,"Peak3911","36_25"
475.22782,536.9,"Peak3912","8_30"
475.24088,261.8,"Peak3913","33_16"
475.26453,527.7,"Peak3914","19_40"
475.33727,548.1,"Peak3916","21_58"
475.3743,514.7,"Peak3917","4_36"
475.41215,522.1,"Peak3918","10_30"
475.76636,102.1,"Peak3919","47_4"
476.18928,95.4,"Peak3920","47_4"
476.27497,340.5,"Peak3922","3_22"
476.31033,359.6,"Peak3923","33_25"
476.37126,360.8,"Peak3924","49_22"
476.61882,46,"Peak3925","28_1"
476.666,43.9,"Peak3926","50_1"
476.75449,40.8,"Peak3927","3_1"
476.90399,37,"Peak3928","18_1"
476.93744,42.6,"Peak3929","18_1"
477.10081,46.9,"Peak3930","7_1"
477.20778,537.8,"Peak3932","19_40"
477.27609,348.2,"Peak3934","50_21"
477.31468,352.6,"Peak3935","33_24"
477.35303,518.1,"Peak3936","16_71"
477.39059,565.2,"Peak3937","30_49"
477.76401,54,"Peak3938","49_2"
477.78468,498.7,"Peak3939","47_29"
477.82069,253.9,"Peak3940","50_14"
478.19533,314.8,"Peak3941","5_36"
478.29224,371.6,"Peak3944","50_23"
478.32583,393.7,"Peak3945","3_26"
478.61647,42.9,"Peak3946","33_1"
478.75102,41.1,"Peak3947","24_1"
478.80155,104.3,"Peak3948","47_4"
478.84009,39.5,"Peak3949","13_1"
478.90162,37,"Peak3950","33_1"
478.93899,44.6,"Peak3951","15_1"
479.18516,362,"Peak3952","19_25"
479.22306,529.7,"Peak3953","47_30"
479.24008,443.3,"Peak3954","47_26"
479.25965,542.1,"Peak3955","2_42"
479.27544,465.7,"Peak3956","45_35"
479.29176,360.4,"Peak3957","50_22"
479.31712,102.8,"Peak3959","47_4"
479.3314,395,"Peak3960","3_26"
479.81951,105.8,"Peak3962","47_4"
479.87909,47.7,"Peak3963","50_1"
480.1612,266.9,"Peak3964","19_19"
480.24075,51.1,"Peak3965","47_2"
480.30836,397.7,"Peak3966","3_26"
480.34217,421.7,"Peak3967","17_31"
480.61278,43,"Peak3968","19_1"
480.70237,41.2,"Peak3969","50_1"
480.74419,52,"Peak3970","24_1"
480.79908,85.3,"Peak3971","47_4"
480.83779,38.8,"Peak3973","47_1"
481.15486,464.7,"Peak3974","19_33"
481.23085,352.9,"Peak3977","17_25"
481.25964,45.6,"Peak3978","47_2"
481.30828,397.6,"Peak3979","47_22"
481.34617,422.1,"Peak3980","4_26"
481.87331,48.3,"Peak3981","33_1"
